name,amenity,lat,lon,district,phone,beds
Chevron Hospital,hospital,21.4412853,91.9768442,,,
Digital Hospital,hospital,21.4414404,91.976909,,,
Jela Sadar Hospital,hospital,21.4415557,91.976916,,,
Chevron Clinical Laboratory,hospital,21.4414701,91.9762978,,,
Seaside Hospital,hospital,21.4416511,91.9761226,,,
Hindustan Health Point Pvt Ltd,hospital,22.4580817,88.3836982,South 24 Parganas,,
Chittagong Metropolitan Hospital,hospital,22.3589378,91.8234566,,,
Metropolitan Clinic,hospital,22.3593393,91.8237587,,,
Royal Hospital,hospital,22.3593154,91.824298,,,
Bell View Diagonistics,hospital,22.3593299,91.8240608,,,
Popular,hospital,23.7410137,90.4123483,,,
Rangpur Medial College Hospital,hospital,25.7670137,89.2315591,,,
General Hospital,hospital,22.3412045,91.8381286,,,
"Centre Point Hospital ,  OS",hospital,22.3437812,91.833969,,,
XPons Doctor's Clinic,hospital,22.7586464,88.3707083,,,
Peerless Hospital and B.K.Roy Research Center,hospital,22.4809641,88.3938205,Kolkata,,
Treatment Hospital,hospital,22.3618884,91.8297218,,,
Holy Health Hospital,hospital,22.361853,91.8304008,,,
Surjer Hasi Clinic,hospital,22.3614315,91.8136016,,,
Lions Charitable Eye Hospital,hospital,22.3612206,91.8160556,,,
Imperial Hospital,hospital,22.3606679,91.7958119,,,
Banghabondhu Memorial Hospital,hospital,22.3615287,91.7976924,,,
Holy Crescent Hospital,hospital,22.3620181,91.8093557,,,
Chittagong diabetic and general Hospital,hospital,22.3617825,91.8024561,,,
USTC Medical College Hospital,hospital,22.3617211,91.7981771,,,
Medical Square,hospital,22.3942639,91.868978,,,
Chittagong Medical College,hospital,22.3606051,91.8303823,,,
"Modern Diagnostic Center,OS",hospital,22.3674084,91.8430813,,,
Marie Stopes Clinic,hospital,22.3591836,91.826521,,,
labaid diagnostic center,hospital,22.3588273,91.8251425,,,
Popular Diagnostic Center,hospital,22.3609104,91.8317715,,,
Metro diagnostic center,hospital,22.3583034,91.8254633,,,
Chittagong shishu hospital,hospital,22.3610907,91.8312057,,,
Life save Blood bank,hospital,22.3603935,91.8282626,,,
Pioneer hospital and diagnostic center Ltd.,hospital,22.4413749,91.9079265,,,
"Appolo Diagnostic Center , OS",hospital,22.4412773,91.9086186,,,
Ultra Assay Center,hospital,22.4589349,91.965978,,,
"Pioneer hospital And diagnostic center Ltd. , OS",hospital,22.4413765,91.9079269,,,
"Jemison redcrescent maternity hospital,Anderkilla",hospital,22.3424373,91.8374508,,,
"Jemison redcrescent maternity hospital,Anderkilla",hospital,22.3424373,91.8374507,,,
Health Home Private Clinic,hospital,22.3604532,91.8337379,,,
Mirror Hospital Limited.,hospital,22.3602062,91.833258,,,
"Mohila O Sishu Hospital,OS",hospital,22.3602835,91.8338829,,,
Surgiscope hospital unit 1 OS,hospital,22.3604627,91.8334488,,,
Surgiscope Hospital unit 2,hospital,22.3597999,91.8374698,,,
Doctor's hospital(OS),hospital,22.3651894,91.8339336,,,
CSCR storke unit,hospital,22.3631377,91.8305255,,,
Checkup Diagnostic Centre,hospital,22.3614483,91.8289753,,,
Islampur Upazilla Health Complex,hospital,25.0780216,89.7995151,,,
Dewangonj Upazilla Health Complex,hospital,25.1620877,89.7589438,,,
Samorita Hospital,hospital,23.7523917,90.3853287,,,
Niramoy Clinic,hospital,22.3624485,91.8346561,,,
Sherpur General Hospital,hospital,25.0180855,90.0245386,,,
Bhaluka Upazillz Health Complex,hospital,24.4064424,90.3816307,,,
Gafargaon Upazilla Health Complex,hospital,24.462716,90.5451623,,,
Karimganj Upazilla Health Complex,hospital,24.4657899,90.8718753,,,
Katiyadi Upazilla Health Complex,hospital,24.2443695,90.7978091,,,
Nandail Upazilla Health Complex,hospital,24.5661403,90.6902107,,,
Nikli Upazilla Health Complex,hospital,24.3258926,90.9336303,,,
Pakundia Upazilla Health Complex,hospital,24.3293628,90.6794941,Kishoreganj,,
Trishal Upazilla Health Complex,hospital,24.5764913,90.3948003,,,
Basail Upazila Health Complex,hospital,24.22893,90.0543495,,,
Kalihati Upazilla Health Complex,hospital,24.3896744,89.990275,,,
Sreepur Upazilla Health Complex,hospital,24.2005371,90.4785541,,,
Bhuapur Upazilla Health Complex,hospital,24.4630502,89.8747048,,,
Tangail Medical College and Hospital,hospital,24.2639698,89.9252633,,,
Aminbazar union Health Center,hospital,23.7878589,90.327993,,,
Dhamrai Upazilla Health Complex,hospital,23.9137071,90.227525,,,
শহীদ তাজউদ্দীন আহমেদ মেডিকেল কলেজ হাসপাতাল,hospital,23.9925472,90.4248042,,+8802224423306,
Ghior Upazilla Health Complex,hospital,23.8909213,89.877144,,,
Nagarpur Upazilla Health Complex,hospital,24.0507025,89.8738267,,,
Savar Upazilla Health Complex,hospital,23.8386649,90.2478719,,,
Singair Upazilla Health Complex,hospital,23.8137908,90.1490043,,,
Kurigram General Hospital,hospital,25.8083678,89.6451388,,,
Sundarganj Upazila Health Complex,hospital,25.564414,89.5189417,,,
Gaibandha General Hospital,hospital,25.3272548,89.5376381,,,
Lalmonirhat General Hospital,hospital,25.9198854,89.4559009,,,
Sadullahpur Upazila Health Complex,hospital,25.3894271,89.4689775,,,
Chilmari Upazila Health Complex,hospital,25.5812943,89.6602718,,,
Nawabganj Upazila Health Complex,hospital,25.4180151,89.0819612,,,
Unknown,hospital,25.1014026,91.3039972,,,
Char Rajibpur Upazila Health Complex,hospital,25.3646528,89.765778,,,
Companygonj Upazila Health Complex,hospital,25.0854567,91.7554136,,,
Dhobaura Upazila Health Complex,hospital,25.090095,90.5134661,,,
Dowarbazar Upazila Health Complex,hospital,25.0429618,91.5678367,,,
Durgapur Upazila Health Complex,hospital,25.1279521,90.6780243,,,
Haluaghat Upazila Health Complex,hospital,25.1179719,90.3387211,,,
Jaintapur Upazila Health Complex,hospital,25.1361745,92.1265808,,,
"Upazila Health Complex, Jhinaigati",hospital,25.182485,90.0659935,,,
Kalmakanda Upazila Health Complex,hospital,25.074178,90.8931413,,,
Kanaighat Upazila Health Complex,hospital,25.0120631,92.2558595,,,
Madarganj Upazila Health Complex,hospital,24.8937936,89.7173658,,,
Nalitabari Upazila Health Complex,hospital,25.0934153,90.188886,,,
Phulpur Upazila Health Complex,hospital,24.9484441,90.3648299,,,
Saghatta Upazila Health Complex,hospital,25.1130044,89.581814,,,
Sariakandi Upazila Health Complex,hospital,24.8940962,89.5740239,,,
Sunamganj General Hospital,hospital,25.0651231,91.410647,,,
Tahirpur Upazila Health Complex,hospital,25.0979172,91.1854831,Sunamganj,,
Barlekha Upazila Health Complex,hospital,24.6938788,92.184857,,,
বিশ্বনাথ উপজেলা স্বাস্থ্য কমপ্লেক্স,hospital,24.8405595,91.7257035,,,
Golabganj Upazila Health Complex,hospital,24.8321257,92.0291639,,,
Jagannathpur Upazila Health Complex,hospital,24.7794347,91.5631588,,,
Zakiganj Upazila Health Complex,hospital,24.8842777,92.3642292,,,
Jamalganj Upazila Health Complex,hospital,24.9987899,91.2356038,,,
Mohanganj Upazila Health Complex,hospital,24.8792089,90.9820953,,,
Ajmiriganj Upazila Health Complex,hospital,24.5515794,91.2355889,,,
Baniachang Upazila Health Complex,hospital,24.5043956,91.363971,,,
Habiganj General Hospital,hospital,24.3735429,91.4176425,,,
Kamalganj Upazila Health Complex,hospital,24.3659437,91.8570806,,,
Kulaura Upazila Health Complex,hospital,24.5279662,92.0384991,,,
Moulvibaza Sadar Hospital,hospital,24.4811474,91.7662744,,,
Rajanagar Upazila Health Complex,hospital,24.5277418,91.8529606,,,
Nasirnagar Upazila Health Complex,hospital,24.1940443,91.1962986,,,
Sreemangal Upazila Health Complex,hospital,24.300898,91.7364249,,,
Police Lines Hospital,hospital,22.3524199,91.8214225,,,
Brahmanbaria General Hospital,hospital,23.9764611,91.111005,,,
Madhabpur Upazila Health Complex,hospital,24.0971494,91.2875089,,,
Akhaura Upazila Health Complex,hospital,23.8645379,91.203273,,,
Bancharampur Upazila Health Complex,hospital,23.7720763,90.8021663,,,
Brahmanpara Upazila Health Complex,hospital,23.6137621,91.0941092,,,
Burichang Upazila Health Complex,hospital,23.5572321,91.1271728,,,
Chandina Upazila Health Complex,hospital,23.4875327,90.9971327,,,
Comilla General Hospital,hospital,23.4553504,91.1816815,,,
Comilla Medical College Hospital,hospital,23.4515975,91.2022664,,,
Debidwar Upazila Health Complex,hospital,23.6041875,90.9872413,,,
Homna Upazila Health Complex,hospital,23.6815145,90.7823232,,,
Kachua Upazila Health Complex,hospital,23.3410847,90.8894731,,,
Muradnagar Upazila Health Complex,hospital,23.6403549,90.9315645,,,
Chagalnaiya Upazila Health Complex,hospital,23.0382598,91.5166759,,,
Feni General Hospital,hospital,23.0300437,91.4053964,,,
Parshuram Upazila Health Complex,hospital,23.2107104,91.4447134,,,
Daganbhuiyan Upazila Health Complex,hospital,22.938362,91.3104378,,,
Senbagh Upazila Health Complex,hospital,22.9956182,91.2327521,,,
Menon Hospital,hospital,22.3313997,91.8320131,,,
Nawabi,hospital,22.3277277,91.8114567,,,
Ekushe Hospital,hospital,22.3661028,91.833482,,,
Begumganj Upazila Health Complex,hospital,23.0025372,91.0952915,,,
Bhola General Hospital,hospital,22.6763677,90.6551902,,,
Burhanuddin Upazila Health Complex,hospital,22.496529,90.7192273,,,
Charfasson Upazila Health Complex,hospital,22.184,90.7628896,,,
Chatkhil Upazila Health Complex,hospital,23.0601569,90.969302,,,
Galachipa Upazila Health Complex,hospital,22.1659773,90.4194581,,,
Hatiya Upazila Health Complex,hospital,22.2881156,91.1416066,,,
Lakshmipur Upazila Health Complex,hospital,22.9344195,90.8326514,,,
Lalmohan Upazila Health Complex,hospital,22.3463171,90.734469,,,
Manpura Upazila Health Complex,hospital,22.2580014,90.9666387,,,
Amtali Upazila Health Complex,hospital,22.1306405,90.2302356,,,
Barguna General Hospital,hospital,22.1563767,90.1279307,,,
Betagi Upazila Health Complex,hospital,22.4135824,90.1601989,,,
Bhandaria Upazila Health Complex,hospital,22.489815,90.0587864,,,
Kalapara Upazila Health Complex,hospital,21.9877672,90.2177764,,,
Mathbaria Upazila Health Complex,hospital,22.2861,89.9534843,,,
Mirzaganj Upazila Health Complex,hospital,22.3598627,90.2168278,,,
Patharghata Upazila Health Complex,hospital,22.0326459,89.9659097,,,
Sharankhola Upazila Health Complex,hospital,22.3128592,89.8501541,,,
bagerhat sarad hospital,hospital,22.6679542,89.7885648,,,
Chitalmari Upazila Health Complex,hospital,22.7953508,89.8719259,,,
Dacope Upazila Health Complex,hospital,22.5998477,89.5177706,,,
Fakirhat Upazila Health Complex,hospital,22.7775291,89.7005198,,,
Kaliganj Upazila Health Complex,hospital,22.4639038,89.0248954,,,
Mangla Upazila Health Complex,hospital,22.4732356,89.6175708,,,
Pirozpur General Hospital,hospital,22.5783,89.9764492,,,
Rajapur Upazila Health Complex,hospital,22.5689836,90.1333414,,,
Shymnagar Upazila Health Complex,hospital,22.3439009,89.1026876,,,
Barisal General Hospital,hospital,22.7088499,90.3706234,,,
Mehendiganj Upazila Health Complex,hospital,22.8266259,90.5278747,,,
Wazipur Upazila Health Complex,hospital,22.8274012,90.2517148,,,
Lab Aid Hospital,hospital,23.7940859,90.4128239,,,
Agailjhara Upazila Health Complex,hospital,22.9636166,90.1825251,,,
Batiaghata Upazila Health Complex,hospital,22.7385303,89.5144786,,,
Dumuria Upazila Health Complex,hospital,22.8099927,89.4105622,,,
Gournadi Upazila Health Complex,hospital,22.9629213,90.2267735,,,
Kalaroa Upazila Health Complex,hospital,22.8605568,89.0359397,,,
Kotalipara Upazila Health Complex,hospital,22.9872531,90.0049273,,,
Mollahat Upazila Health Complex,hospital,22.9280408,89.8010799,,,
Raipur Upazila Health Complex,hospital,23.0318733,90.7652993,,,
Tala Upazila Health Complex,hospital,22.7524226,89.2591267,,,
Terokhada Upazila Health Complex,hospital,22.9281896,89.6728479,,,
Tuberculosis Hospital Khulna,hospital,22.8981361,89.517012,,,
Tungipara Upazila Health Complex,hospital,22.8938108,89.8890717,,,
Bagherpara Upazila Health Complex,hospital,23.2201316,89.344068,,,
Jessore 250 bed General Hospital,hospital,23.1689124,89.2090257,,,
Jhikorgacha Upazila Health Complex,hospital,23.1052437,89.1090706,,,
Kalkini Upazila Health Complex,hospital,23.0751001,90.2292064,,,
Manirampur Upazila Health Complex,hospital,23.0091121,89.2354315,,,
Narail General Hospital,hospital,23.1721885,89.499297,,,
Faridganj Upazila Health Complex,hospital,23.1333745,90.7418619,,,
Gopinathpur Union Health Complex,hospital,23.1021398,89.7569937,,,
Goshairhat Upazila Health Complex,hospital,23.0796825,90.4289939,,,
Haimchar Upazila Health Complex,hospital,23.0950908,90.662077,,,
Kashiani Upazila Health Complex,hospital,23.2423634,89.718635,,,
Lohagara Upazila Health Complex,hospital,23.1840993,89.6476117,,,
Madaripur Sadar Hospital মাদারীপুর সদর হাসপাতাল,hospital,23.1654132,90.2117735,,,
Rajoir Upazila Health Complex,hospital,23.2095082,90.0478776,,,
Muksudpur Upazila Health Complex,hospital,23.3192131,89.8721499,,,
Shibchar Upazila Health Complex,hospital,23.3431051,90.1705933,,,
Zanjira Upazila Health Complex,hospital,22.9109195,90.6232171,,,
Bhanga Upazila Health Complex,hospital,23.3821523,89.9800209,,,
Bhedarganj Upazila Health Complex,hospital,23.1988139,90.447782,,,
Naria Upazila Health Complex,hospital,23.3085294,90.4285328,,,
Boalmari Upazila Health Complex,hospital,23.3927365,89.6848321,,,
Kaliganj Upazila Health Complex,hospital,23.4033153,89.142871,,,
Magura General Hospital,hospital,23.4863527,89.4217504,,,
Kotchandpur Upazila Health Complex,hospital,23.411486,89.0054199,,,
Madhukhali Upazila Health Complex,hospital,23.5447204,89.6295835,,,
Chuadanga General Hospital,hospital,23.6356794,88.8473986,,,
Damurhuda Upazila Health Complex,hospital,23.6142025,88.7627066,,,
Hariakunda Upazila Health Complex,hospital,23.6498504,89.0437351,,,
Meherpur General Hospital,hospital,23.7779628,88.6420993,,,
Gangni Upazila Health Complex,hospital,23.8162206,88.7444092,,,
Daulatpur Upazila Health Complex,hospital,24.0006974,88.8731064,,,
Baliakandi Upazila Health Complex,hospital,23.6320113,89.548978,,,
Ishwardi Upazila Health Complex,hospital,24.1273814,89.0715238,,,
Khoksha Upazila Health Complex,hospital,23.8105835,89.288611,,,
Kumarkhali Upazila Health Complex,hospital,23.8595981,89.2367708,,,
Lalpur Upazila Health Complex,hospital,24.1768408,88.9620062,,,
Pangsha Upazila Health Complex,hospital,23.7909362,89.425505,,,
Shailkupa Upazila Health Complex,hospital,23.6818924,89.2452986,,,
Charghat Upazila Health Complex,hospital,24.2815556,88.7544322,,,
Tuberculosis Hospital Rajshahi,hospital,24.3767363,88.5820023,,,
Bandar Upazila Health Complex,hospital,23.6294025,90.5251277,,,
Sreenagar Upazila Health Complex,hospital,23.5501275,90.2901956,,,
Sujanagar Upazila Health Complex,hospital,23.9386038,89.4095874,,,
Bhangura Upazila Health Complex,hospital,24.2189873,89.3911297,,,
FaridpurUpazila Health Complex,hospital,24.1607052,89.457109,,,
Chatmohar Upazila Health Complex,hospital,24.2329754,89.2868106,,,
Natore General Hospital,hospital,24.4098391,88.9834983,,,
Godagari Upazila Health Complex,hospital,24.4737703,88.3239856,,,
Chapai Nawabganj General Hospital,hospital,24.5978494,88.2654598,,,
Nachole Upazila Health Complex,hospital,24.7347879,88.4174943,,,
Shibganj Upazila Health Complex,hospital,24.6886618,88.1600351,,,
Niamatpur Upazila Health Complex,hospital,24.8309811,88.5748276,,,
Bholarhat Upazila Health Complex,hospital,24.9363788,88.2218319,,,
Porsha Upazila Health Complex,hospital,25.0229353,88.455204,,,
Belkuchi Upazila Health Complex,hospital,24.3003839,89.6950129,,,
Dhamoirhat Upazila Health Complex,hospital,25.1515031,88.8511378,,,
Naogaon General Hospital,hospital,24.8232289,88.9381037,,,
Patnitola Upazila Health Complex,hospital,25.0492086,88.7555694,,,
Raninagar Upazila Health Complex,hospital,24.742842,88.9607748,,,
Singra Upazila Health Complex,hospital,24.5135663,89.1461038,,,
Tanore Upazila Health Complex,hospital,24.5758157,88.5749801,,,
Joypurhat General Hospital,hospital,25.0954903,89.042542,,,
Hakimpur Upazila Health Complex,hospital,25.2866264,89.0124068,,,
Panchbibi Upazila Health Complex,hospital,25.1946879,89.0414077,,,
Adamdighi Upazila Health Complex,hospital,24.8219949,89.0442439,,,
Akkelpur Upazila Health Complex,hospital,24.9673039,89.0225946,,,
Sathiya Upazila Health Complex,hospital,24.0536652,89.5482098,,,
Sirajganj General Hospital,hospital,24.4586368,89.7110436,,,
Dupchachia Upazila Health Complex,hospital,24.8758068,89.1717127,,,
Unknown,hospital,23.6062639,89.8381585,,,
Faridpur Medical College Hospital,hospital,23.5893522,89.835914,,,
Goalanda Upazila Health Complex,hospital,23.7240229,89.7466981,,,
Harirampur Upazila Health Complex,hospital,23.7422154,89.9756,,,
Rajbari General Hospital,hospital,23.7499925,89.6476795,,,
Phulbari Upazila Health Complex,hospital,25.5021795,88.9482671,,,
Nawabganj Upazila Health Complex,hospital,25.4186693,89.0818059,,,
Shibganj Upazila Health Complex,hospital,25.0060446,89.3157235,,,
Subodh Mitra Cancer Hospital and Research Centre,hospital,22.5728078,88.4134692,,03323352515,
Manikganj General Hospital,hospital,23.869257,90.0005109,,,
Saturia Upazila Health Complex,hospital,23.9684567,90.035345,,,
Delduar Upazila Health Complex,hospital,24.163777,89.966907,,,
Kalihati Upazila Health Complex,hospital,24.3899051,89.9905506,,,
Panchagarh General Hospital,hospital,26.3392356,88.5573101,,,
Atwari Upazila Health Complex,hospital,26.2370487,88.4088819,,,
Boda Upazila Health Complex,hospital,26.2034807,88.5532585,,,
Thakurgaon General Hospital,hospital,26.0305929,88.4758423,,,
Dinajpur General Hospital,hospital,25.6256582,88.6371367,,,
Kaharole Upazila Health Complex,hospital,25.7937281,88.606676,,,
Kishoreganj Upazila Health Complex,hospital,25.8994086,89.0128047,,,
Nilphamari General Hospital,hospital,25.9306735,88.8453772,,,
Debiganj Upazila Health Complex,hospital,26.1162244,88.7560236,,,
Shibalaya Upazila Health Complex,hospital,23.8465191,89.8215542,,,
Daudkandi Upazila Health Complex,hospital,23.5295846,90.7830709,,,
Gazaria Upazila Health Complex,hospital,23.5529684,90.6529191,,,
Sirajdikhan Upazila Health Complex,hospital,23.5499681,90.3876349,,,
Matlab Upazila Health Complex,hospital,23.3478544,90.7040842,,,
Hajiganj Upazila Health Complex,hospital,23.2502563,90.8738416,,,
Shahrasti Upazila Health Complex,hospital,23.22802,90.9492877,,,
Kachua Upazila Health Complex,hospital,23.3409069,90.8907656,,,
Barura Upazila Health Complex,hospital,23.3765251,91.0589789,,,
Laksham Upazila Health Complex,hospital,23.2339429,91.1177264,,,
Nangolkot Upazila Health Complex,hospital,23.1715795,91.1989327,,,
Matiranga Upazila Health Complex,hospital,23.0395169,91.8753994,,,
Khagrachari General Hospital,hospital,23.1080103,91.9927821,,,
Dighinala Upazila Health Complex,hospital,23.2495549,92.0658016,,,
Panchari Upazila Health Complex,hospital,23.2972126,91.8999107,,,
Nabinagar Upazila Health Complex,hospital,23.8862864,90.9676658,,,
Agrabad Eye Hospital,hospital,22.3288889,91.8027234,,,
Nakla Upazilla Health Complex,hospital,24.9672892,90.1832214,,,
Patiya Upazila Health Complex,hospital,22.2996376,91.9705669,,,
Chakaria Upazila Health Complex,hospital,21.7619198,92.074861,,,
Narail Upazilla Office Complex,hospital,23.1732251,89.5066191,,,
The fair lab,hospital,22.4179164,91.8661393,,,
ASEAB Health Clinic,hospital,23.9676211,89.3210623,,,
ASMII Save The Sight Foundation,hospital,22.6225187,88.4506765,west bengal,,
Suraksha Diagnostic,hospital,22.5909895,88.4122473,,,
Bidhannagar State General Hospital,hospital,22.5912273,88.4110886,,,
Seba Hospital,hospital,22.5908731,88.4105441,,,
"Vasan Eye Care Hospital, Kolkata",hospital,22.5896424,88.4089267,Kolkata,,
Global Healthcare System,hospital,22.5855232,88.4914262,,,
Chittaranjan Shishu Hospital,hospital,22.5264408,88.3471209,,,
Chittaranjan Seva Sadan,hospital,22.5259264,88.3470069,,,
Chittaranjan National Cancer Institute Hospital,hospital,22.5252694,88.3466423,Kolkata,,
Nonamath Sub Center,hospital,21.8764139,88.1853849,,+9187 59 810923,
CD PATH,hospital,23.4619904,91.1793856,,,
Institute of Nuclear Medicine and Allied Sciences,hospital,25.6266021,88.638255,,,
Midland Hospital,hospital,23.4585048,91.1806023,,,
Bogra Diabetic Hospital,hospital,24.8836681,89.3571877,,,
Unknown,hospital,24.4537651,89.7096693,,,
Ma Moni Hospital,hospital,22.3596798,91.8349368,,,
Orin Dental Care,hospital,22.3602517,91.8524369,,,
Sensive Diagnostics Center,hospital,22.3461643,91.8339182,,,
Bellevue Diagnostic Center,hospital,22.3446545,91.8340144,,,
Lab one diagnostic center,hospital,22.3446669,91.8335531,,,
Bangladesh Diabetic Foot Saving Centre,hospital,22.3439671,91.8329767,,,
Khaled General Hospital,hospital,24.9218234,91.4433542,,,
Daulatkhan Health Complex,hospital,22.6046687,90.7463456,,,
Uttara Community Hospital,hospital,23.8691562,90.4041091,,"+88028951475, +8801924752988, +8801962407044",
Doctors Clinic,hospital,24.2537174,89.9171926,,,
Shapla Clinic,hospital,24.271815,89.9223291,,,
Jhenaidah Eye Hospital,hospital,23.5417661,89.1917141,,,
Surjer Hashi Clinic,hospital,23.1737359,89.5033818,,,
Bunagati High School,hospital,23.3112773,89.4254447,,,
Feni Diabetic Hospital,hospital,23.0129351,91.3975738,,,
Chandina General Hospital,hospital,23.485957,91.0067378,,,
Nagda Shimla Health Center,hospital,24.6140873,89.916475,,,
Nazirhat Upazila Health  Complex,hospital,22.6365843,91.7954382,,,
Manikchari Upazila Health Complex,hospital,22.8501899,91.8411782,,,
Alikadam Upazila Health Complex,hospital,21.6523607,92.3119346,,,
Christian Memorial Hospital,hospital,21.6817229,92.0772639,,,
Inani Health Sub Center,hospital,21.2361112,92.0491455,,,
MARKS HOSPITAL,hospital,23.7989706,90.3865056,,,
Chatila Sub Health Center,hospital,24.5921412,89.9126986,,,
East West Medical College and Hospital,hospital,23.8941807,90.3766464,,,
Life Care,hospital,23.780555,90.4101087,,,
National Institute of Diseases of the Chest & Hospital,hospital,23.7762603,90.4087339,,,
Al Razi Hospital (Ext),hospital,23.7592083,90.3900863,,,
Al Fateh Diagnostics,hospital,23.7586584,90.3903864,,,
Institute of Nuclear Medicine,hospital,23.7391216,90.3942607,,,
Outdoor,hospital,23.7396737,90.3953693,,,
Free Friday Clinic,hospital,23.7302625,90.4072651,,,
Unknown,hospital,23.7735858,90.410826,,,
TB Hospital,hospital,23.7739208,90.4099113,,,
Manobic Heath Center,hospital,23.7155564,90.3808215,,,
Upazila Health Complex,hospital,23.7291782,90.3234324,,,
Bresba Medical Services LTD.,hospital,23.7299525,90.3340594,,,
Ati Bazar Central Hospital,hospital,23.7303012,90.3333249,,,
Riverside Hospital,hospital,23.7100254,90.3675051,,,
Life & Care Hospital,hospital,23.7302739,90.3578648,,,
Japan Bangladesh Friendship Hospital,hospital,23.7395453,90.3750454,,,
Om Sai Pathibhara Hospital and Research Center,hospital,26.5599901,88.0803749,,,
Sikder Medical College Hospital,hospital,23.740944,90.3587459,,,
Bangladesh Eye trust Hospital,hospital,23.7437864,90.3602519,,,
Urban Primary Health Care Center,hospital,23.7454685,90.3625365,,,
Mayor Chect Clinick,hospital,22.5895694,88.3507269,,,
Naz-E-Noor Hospital,hospital,23.7458503,90.3703427,,,
Gazi Medical College and Hospital,hospital,22.8175849,89.5457201,,,
Adachaki Community Hospital,hospital,24.3193097,89.6721271,,,
Dimla Upazila Health Complex,hospital,26.1563388,88.9249713,,+8801730324683,
__ Eye Hospital,hospital,22.6731351,90.3399394,,,
Nogor Shasto kendro,hospital,23.7307962,90.3673035,,,
National Institute of Traumatology & Orthopaedic Rehabilitation (NITOR),hospital,23.7735111,90.3695891,,,
Puspit Nursing Home,hospital,23.7124024,90.3722885,,,
Meri Staps Health Center,hospital,23.7141574,90.3625354,,,
Aleya Islam General Hospital,hospital,23.7171694,90.3719977,,,
Government Remeta Employee Hospital,hospital,23.7406532,90.3742506,,,
Al-Ahsan Diagnostic Hospital,hospital,23.7184024,90.3727432,,,
Marie Stopes,hospital,23.7177122,90.3680177,,,
MEDICINS SANS FRONTIERES,hospital,23.7162141,90.3677164,,,
High Light Eye Hospital,hospital,23.1738426,89.5030255,,,
Netrokona Sadar Hospital,hospital,24.8717249,90.7321918,,,
General Medical Hospital,hospital,23.7383957,90.3877204,,,
Madan Upazilla Health Complex,hospital,24.7167996,90.9453272,,,
New Swadesh Hospital and Diagonostic Center,hospital,24.8793661,90.7314299,,,
Mymensingh medical collage hospital,hospital,24.7429322,90.40919,,,
Mamata clinic,hospital,22.8966272,89.5093048,,+8801688821399,
Meherun Homeo Pharmacy,hospital,23.7370732,90.3866517,,,
Health & Family Wlfare Center,hospital,25.106312,90.6728523,,,
Unknown,hospital,23.7451485,90.3992966,,,
Vivekananda Mission Asram Netra Niramay Niketan,hospital,22.1423439,88.0905806,Medinipur East,,
Police Lines Hospital,hospital,24.899578,91.8592555,,,
Trust Medical Services,hospital,24.8983946,91.8601202,,,
Shahid Samsuddin Ahmed Hospital,hospital,24.8990649,91.8673142,,,
Central Hospital,hospital,24.8988371,91.87101,,,
IBN SINA Hospital,hospital,24.8918061,91.8777267,,,
Bera Upazilla Health Complex,hospital,24.077227,89.614898,,+8801730324690,
AL-Barakah General Hospital,hospital,23.7410273,90.4186838,,,
