name,amenity,lat,lon,district,phone,beds
Noakhali Govt Girls High School,school,22.8656711,91.1019127,,,
Shahid Fazlur Haque High School,school,24.0062286,89.2484632,,,
RM Academy High School,school,24.0103573,89.2393601,,,
Rustam Ali Gulandasz High School,school,24.4583165,90.5459516,,,
Holy child school,school,22.5882004,88.3707472,,,
Munshiganj Girls High School,school,23.5475883,90.5329919,,,
Hajipara Adorsho High School,school,26.0239251,88.4707514,,,
Dhamoirhat Girls School,school,25.1506408,88.8549595,,,
Canadian International School,school,23.8030765,90.4113061,,,
Scholastica,school,23.8028213,90.4114027,,,
সাবেরা সোবহান সরকারি বালিকা উচ্চ বিদ্যালয়,school,23.9689723,91.110413,,,
Swarnakali High School,school,23.0044316,89.8246915,,,
Binapani Girls' High School,school,23.0077447,89.8312963,,,
Bamundi Government Primary School,school,23.8903021,88.8054504,,,
Adarsha Boys High School,school,23.6387751,88.835198,,,
Mujibnagar High School,school,23.6650485,88.6036721,,,
BIAM School,school,24.4436788,90.7793632,,,
"Kulgaon City Corporation School and College, Chattogram - Rangamati-Khagrachari Highway, Chattogram",school,22.4042182,91.8193273,,,
Bangladesh Navy School and College,school,22.2911712,91.7802358,,,
Nakla Shahriar Alim Madrasha,school,24.9697216,90.1791874,,,
Jk Pilot High School,school,25.0103213,90.0161107,,,
Sherpur Government Victoria Academ,school,25.0214631,90.0181618,,,
Mokter Hossain High School,school,24.8701305,90.6838848,,,
Patia Adarsha High School,school,22.293623,91.9807662,,,
Phulpur Primary School,school,24.9565264,90.364025,,,
Phulpur Girls School,school,24.9558666,90.3639555,,,
Santosh Janhobi High School,school,24.2354294,89.8945369,,,
Governemnt Boys School,school,22.578446,89.9672359,,,
St. Gregory's High School and College,school,23.7084812,90.4141898,,,
Asraful Ulum Madrasa,school,23.5975431,89.8206544,,,
Dipshikha School,school,23.6001334,89.8190822,,,
Kodomtola Primary School,school,23.2235025,90.6595332,,,
88 Number Government Primary School,school,23.8601761,90.0036249,,,
Pangsha George Pilot High School,school,23.7888015,89.422511,,,
Siddikia Madrasha,school,23.787979,89.4215079,,,
St. Joan's School,school,22.5764032,88.4166053,,,
Janipur Pilot School,school,23.803401,89.2822456,,,
Primary Training Institute (P.T.I) School,school,22.332829,91.8268478,,,
City Governments Girls High School,school,22.3323427,91.8275988,,,
Bagat Primary and High School,school,23.5278545,89.5913694,,,
Varomhigh High School,school,25.1345762,88.7849666,,,
Baliakandi High School,school,23.6333427,89.5470473,,,
Unknown,school,24.5712853,90.6923006,,,
Nabab Katra Govt. Primary School,school,23.7226416,90.4007802,,,
Calcutta Public School,school,22.6121777,88.4293256,,,
Unknown,school,24.2883062,89.5688893,,,
Chinakhora High School,school,23.9610666,89.496046,,,
Ispahani Public School & College,school,23.4767059,91.1193187,,,
Suaganj High School,school,23.3765423,91.2387556,,,
Aliah University,school,22.5918761,88.4127596,,,
Salt Lake Collegiate School,school,22.5916061,88.4095866,,,
Bidhannagar College,school,22.5844913,88.4053353,,,
Institute Of Engeneering & Management Business School(ASHRAM CAMPUS),school,22.5697093,88.4294563,,,
Globsyn Business School,school,22.5715496,88.4335976,,,
The New Horizon High School,school,22.525445,88.3476941,,,
Baliati I.C. High School,school,23.9925958,90.039956,,,
Don Bosco School,school,22.9207438,88.3955656,,,
Auxilium Convent School,school,22.920109,88.3943286,,,
Bandel St. John's High School,school,22.9182534,88.3938426,,,
Holy Heart International School & College,school,23.7166643,90.3993094,,,
Holy Heart International School & College,school,23.7166852,90.3995032,,,
Mowlovibazar Govt. Primary School,school,23.7167356,90.3989699,,,
Shaheen School,school,23.4624768,91.1722784,,,
Sthall Primary School,school,24.6507616,89.814198,,,
Pingna High School,school,24.6190763,89.8097134,,,
Pingna Girls Hihh School,school,24.6172134,89.8101211,,,
Katakhali Primary School,school,24.3661302,88.6744629,,,
Comilla Iswar Pathsala High School,school,23.4571022,91.1805915,,,
School of Physics & Applied Math,school,24.8601341,89.3771003,,,
Bogra Mohila Madrasah,school,24.8631795,89.3606915,,,
Sheujgari Primary School,school,24.8450789,89.3651146,,,
IET Govt. Primary School,school,23.7192289,90.4028703,,,
"North Kattali Bishwaspara Government Primary School, Chattogram",school,22.3659106,91.7695046,,,
Zaman Anwar Institute,school,22.3664953,91.7689306,,,
Sher-E-Bangla High School,school,23.7568552,90.4116551,,,
Jahangirnagar University School and College,school,23.891055,90.2674538,,,
Eden English School,school,23.7172041,90.4028358,,,
Unknown,school,23.7168864,90.4025288,,,
Darut Ta-liz Modrara,school,23.7199648,90.4055247,,,
Polash Academy,school,23.7199582,90.4049567,,,
Scolars Preparatory School and College,school,22.3617771,91.8375134,,,
Little Jewels School,school,22.3620496,91.8365438,,,
Independent School,school,22.3624624,91.8366974,,,
Brighton English School and College,school,22.3622079,91.8373274,,,
Kapash Gola Primary School,school,22.3600746,91.841504,,,
Chittagong Government Girls' High School,school,22.3646572,91.8147951,,,
Nasirabad Pulic School,school,22.3633665,91.8171222,,,
Police Line High School,school,23.4670042,91.1714588,,,
New Jhawtala Government Primary School,school,22.3616271,91.8073481,,,
Ispahani Adarsha High School,school,22.3650794,91.7776041,,,
140 No ChowkBazar Govt. Primary School,school,23.4634533,91.1950837,,,
Comilla High School,school,23.4661337,91.1843794,,,
Don View KG & High School,school,22.3589222,91.8495616,,,
City Ideal School and College,school,22.3590363,91.8501302,,,
FM International School,school,22.3369923,91.8127233,,,
Ananda Multimedia Computer Training Center,school,22.3372628,91.8123021,,,
Police Line School,school,22.3521542,91.8174571,,,
City Corporation High School,school,22.3425635,91.8349645,,,
Pagla High School,school,24.9282145,91.4458814,,,
Bandarban Government Girls' High School,school,22.1977411,92.220804,,,
Bandarban Government High School,school,22.1972165,92.2187298,,,
Joydebpur Government Girls High School,school,24.0002967,90.4264286,,0249273131,
Chandrapur High School,school,26.0305796,89.2937103,,,
Nawdabas Maddrasa,school,26.0275328,89.3034901,,,
Unknown,school,26.0221621,89.2902637,,,
Botla Primary School,school,26.0322222,89.2810239,,,
Chaparhat High School,school,26.0020766,89.2655201,,,
Balapara School,school,26.0143741,89.2891522,,,
Unknown,school,26.0154981,89.2890678,,,
Shiwal Khawa School,school,25.985166,89.3111049,,,
Pragati School,school,23.8437774,91.2750441,,,
Hindi Higher Secondary School,school,23.8438802,91.2840364,,,
Bijoykumar School,school,23.8377276,91.2743012,,,
Udayan High School & College,school,23.7294455,90.3922142,,,
Bodhjung School,school,23.8399559,91.2860112,,,
Shahid Abdul Hamid Kinder Garten,school,22.5966572,90.7476377,,,
DPS STS School,school,23.8687174,90.4022289,,+88028922941,
Sultanpur T M High School,school,24.0051457,90.6717703,,,
Sultanpur TM Govt. Primary School,school,24.0051176,90.6711233,,,
BADC High School,school,23.7864729,90.3515312,,,
South Pahartoli Govt. Primary School,school,22.4239039,91.8193782,,,
Taragonj Girls High School,school,25.0851416,90.193812,,,
Nonni High School,school,25.160807,90.1338424,,,
Talebiya Govt. Primary School,school,22.3282488,91.8026286,,,
Kudalia Govt. Primary School,school,24.2671897,89.9277898,,,
Jamalpur Girls High School,school,24.9314429,89.94362,,,
Jamalpur Zilla School,school,24.9332783,89.9429718,,,
Purbashinda Primary School,school,24.4017079,90.0508149,,,
Wazir Ali High School,school,23.545291,89.1773916,,,
Magura Government Girls High School,school,23.4913258,89.4203807,,,
Maijpara High School,school,23.2367322,89.4580103,,,
Garerghat High School,school,23.261368,89.4409837,,,
Pulum High School,school,23.2898654,89.437016,,,
Naliya Primary School,school,23.3145427,89.4356849,,,
Bunagati Primary School,school,23.3121881,89.4246001,,,
Ekhlasur Rahman Government Primary School,school,22.367732,91.8435649,,,
Feni Government Alia Madrasha,school,23.013654,91.3981088,,,
Primary Teachers Training Institute,school,23.0099623,91.4002452,,,
Feni Model High School,school,23.0074113,91.4016225,,,
Feni Technical School and College,school,23.0276768,91.380331,,,
Bagmara High School,school,23.3392379,91.1460097,,,
Lalmai High School,school,23.3590727,91.1465436,,,
Ratanpur Government Primary School,school,23.3699784,91.1522306,,,
Bijoypur Government Primary School,school,23.3833475,91.1582466,,,
Chandpur Janata High School,school,23.4039582,91.1722279,,,
Hadatali DS Dhakhil Madrasha,school,23.4323085,91.1534886,,,
Comilla Public School and College,school,23.4780899,91.1220718,,,
Nimsar High School,school,23.4818307,91.0587227,,,
Korpai Government Primary School,school,23.4804067,91.0365217,,,
Gobindopur High School,school,23.4827542,91.0248334,,,
Chandina Model Pilot High School,school,23.4866939,91.0075992,,,
West Belasor Government Primary School,school,23.4943448,90.9838909,,,
Rainadi Madrasha,school,23.8580028,90.6570008,,,
Muslim Girls School and College,school,24.7622562,90.3966779,,,
Sankipara Primary School,school,24.7581175,90.3932076,,,
Nasirabad School,school,24.756564,90.3988317,,,
Cantonment Public School and College,school,24.7566786,90.3872034,,,
Mymensingh Zila School,school,24.759597,90.3992855,,,
Mohila Samity Udoyon School,school,24.764633,90.4047264,,,
Mukul Niketon High School,school,24.7560582,90.4115045,,,
Holy Family Primary School,school,24.7428714,90.4145374,,,
Vidyamoyee Government Girls High School,school,24.7575273,90.4048442,,,
Mymensingh Medical Quarter Primary School,school,24.730662,90.40831,,,
Mohakali High School and College,school,24.7578153,90.4063202,,,
KB High School,school,24.7316982,90.4315051,,,
BAU High School,school,24.7294501,90.4317129,,,
Sarishabari Riaz Uddin Talukder High School,school,24.7458441,89.8317044,,,
Chanpur Dhakhil Madrasha,school,24.5947294,89.919663,,,
Nagda Shimla High School and College,school,24.6139926,89.9179345,,,
Dhanbari Collegiate School,school,24.6823038,89.9499072,,,
Bogabaid Girls High School,school,24.9210881,89.9265063,,,
Bogabaid Government Primary School,school,24.9217006,89.92188,,,
Hazrabari Boys Primary School,school,24.9249043,89.8240011,,,
Jonail High School,school,24.8984948,89.7344607,,,
Bania Bari High School,school,24.9998292,89.7618963,,,
Banedwar Government Primary School,school,24.3635174,88.7553058,,,
Cantonment Public School and College,school,22.3972215,91.8149326,,,
Cantonment English School and College,school,22.3968288,91.8175275,,+880 031 682 666,
"BCSIR High School, Chittagong - Rangamati Khagrachhari Rd, Chattogram",school,22.4177976,91.8188458,,,
Charia Board School,school,22.529402,91.8032473,,,
Katirhat School,school,22.6010977,91.7947441,,,
Forhadabad High School,school,22.6155861,91.7942539,,,
Babunagar Madrasha,school,22.6480328,91.8085636,,,
Fatikchari Coronation High School,school,22.6893738,91.7945843,,,
Haidchakia High School,school,22.7068266,91.7813589,,,
Rani Nahar Debi High School,school,22.8500231,91.8425949,,,
Rajbari Model Government Primary School,school,22.8489965,91.8416696,,,
Natunkuri Cantonment High School,school,23.1119031,91.9866774,,,
Mohalchari Model High School,school,22.9346458,92.027553,,,
Mohalchari Government Primary School,school,22.9329938,92.0276972,,,
Karnaphuli Paper Mills School and College,school,22.4796389,92.133864,,,
Al Faruque School,school,22.1912079,92.2165745,,,
Collectorate School Bandarba,school,22.1937948,92.2185408,,,
Lama Girls High School,school,21.7760145,92.1962907,,,
Lama Government High School,school,21.7831876,92.1958431,,,
Malumghat Ideal School,school,21.6798393,92.0782614,,,
Adorso Secondary School,school,22.6290916,90.0626205,,,
Kazi Harun-Ur-Rashid Regi: Primary School,school,22.6288242,90.0625282,,,
Model Govt. Primary School,school,22.6216319,90.0605387,,,
Purba Amrajuri Primary School,school,22.6404935,90.0742296,,,
Purba Amrajuri Secondary School,school,22.6403596,90.0747296,,,
Mostofa Hayder Academy,school,22.6379692,90.0740957,,,
Keundia Secondary School,school,22.633401,90.0904598,,,
Bakshigonj Ulfatunnesa Govt Girls High School,school,25.1847314,89.8698658,,,
DA Chilmari Primary School,school,25.5584792,89.6672401,,,
Shariferhat High School,school,25.5599418,89.6591487,,,
Gaibandha Zilla School,school,25.328025,89.5445741,,,
Islamia High School,school,25.3275144,89.5459628,,,
Gaibandha Model School,school,25.3187218,89.547604,,,
West Gobindopur Primary School,school,25.3202089,89.5323864,,,
Folkhawa Government Primary School,school,25.4753534,89.5861809,,,
Jhinia MA High School,school,25.5316994,89.5442639,,,
Chatila Madrasha,school,24.5921206,89.9123901,,,
Ratanpur Abdullah High School,school,23.7954382,90.9197896,,,
Uttor Bangora Government Primary School,school,23.7956134,90.9923717,,,
Malai Primary School,school,23.8001092,90.9806592,,,
Choinpur Primary School,school,23.6810876,90.9506418,,,
Kamarpara School and College,school,23.8913904,90.384905,,,
Tangail Cotton Mills High School,school,24.0995587,90.1591797,,,
Japanese School,school,23.7949193,90.4245503,,,
Advanced School For Special Children,school,23.7719127,90.366497,,,
UCEP-Bangladesh-Chittagong-Ambagam Center,school,22.3521795,91.8074214,,,
"Govt Girls School, Rangpur",school,25.7536994,89.248117,,,
Unknown,school,22.6295092,90.0587421,,,
Kumian Govt. Primary School,school,22.6339501,90.0638011,,,
Unknown,school,22.6174208,90.0678439,,,
Inara International School,school,23.7568479,90.3574963,,,
Unknown,school,22.626086,90.0569291,,,
Unknown,school,22.6089453,90.0592538,,,
Keundia Shaheed Smrit Girls' High School,school,22.6327422,90.0913679,,,
Unknown,school,22.6203106,90.0584969,,,
Unknown,school,26.0250638,89.3051726,,,
Unknown,school,26.0222792,89.313324,,,
Unknown,school,26.0140914,89.2889449,,,
Unknown,school,26.0030917,89.2911282,,,
Unknown,school,26.0044327,89.2686505,,,
Unknown,school,22.1697478,90.4139597,,,
"Khawja Ajmeri Kindergarten And High School, Commerce Collage Road, Chattogram",school,22.3287297,91.8160176,,,
BM Laboratory School,school,23.7386807,90.3734295,,,
B.M Laboratory School,school,23.7378337,90.3695731,,,
Ciam School,school,23.7376263,90.3682239,,,
Europa International School,school,23.7379292,90.3693263,,,
Ayesha Academy School,school,23.7378071,90.3703387,,,
Mollick preparatory school / Singing Academy,school,23.7401361,90.3708049,,,
Moneshwar Government Primary School,school,23.7390731,90.368012,,,
Jabal-E-Noor Accademy,school,23.733533,90.3574716,,,
Hazi Awal Ideal High School,school,23.7312409,90.3591953,,,
Sufia Zinan International School,school,23.740808,90.3667561,,,
Bangladesh Pre-Cadet and High School,school,23.7319124,90.3585609,,,
Future Mind Model High School,school,23.7316356,90.3598089,,,
Luminus Kindergarten,school,23.7410372,90.3636208,,,
Mevin International School,school,23.7414091,90.3637164,,,
Unknown,school,22.8038109,89.5621159,,,
Batbunia Primary School,school,22.5706568,89.4640269,,,
Batbunia Secondary School,school,22.5706462,89.4632066,,,
Amin Academy,school,23.7236515,90.3660837,,,
Baytul Ulum Madrasa,school,23.7107159,90.3650172,,,
Modinatol Alime Madrasha,school,23.7108839,90.3751764,,,
All-Islam Pre-Cadet High School,school,23.7113387,90.3769492,,,
Burigonga Model School,school,23.709879,90.3659945,,,
Reyazul Ulum Madrasa,school,23.7106015,90.3656792,,,
Shamsul Ulum Madrasa,school,23.7206205,90.3669075,,,
Sunshine Kindergarten And High School,school,23.7207448,90.3690252,,,
Iqaamatul Quran Model Madrasah,school,23.7203639,90.3686966,,,
Madrasah Mohammadia Qurania,school,23.722822,90.3618222,,,
Munshi Bari Madrasah,school,23.7233364,90.3608397,,,
Hayat Maddhomik School,school,23.7120882,90.3797488,,,
Hazrat Osman Goni Madrasah,school,23.7218796,90.3708671,,,
Bright Future Life Kindergarten,school,23.7138708,90.3718451,,,
KM Laboratory High School,school,23.726203,90.3608108,,,
Toru Ideal School,school,23.7259825,90.360709,,,
Darul Ulum Mohila Madrashsa,school,23.7124962,90.379434,,,
Azizia Islamia Madrasah,school,23.7137051,90.3779248,,,
Madrasa Ubai Ibne Rab,school,23.7140612,90.3719305,,,
BRAC School,school,23.7231375,90.3692906,,,
Matrichaya Academy,school,23.72082,90.369224,,,
Rahmat Ali Ideal Govt. Primary School,school,23.7226798,90.3692224,,,
Darul Uloom Talimul Quran Madrasa,school,23.7106947,90.3829369,,,
Bismillah Arabiyah Madrasah,school,23.7244972,90.3655905,,,
Joynagar Govt. primary school,school,23.731038,90.3308371,,,
Banglanagar Govt. Primary School,school,23.7265821,90.3260624,,,
Shopno School,school,23.7422238,90.3565421,,,
Kochi Kantho School,school,23.746031,90.359861,,,
Faizur Rahman Ideal Institute,school,23.7562211,90.3562935,,,
Tongi Pilot School & Girls College,school,23.9080798,90.3967829,,,
Safiuddin Sarker Academy & College,school,23.9096146,90.3961953,,+8801714320245,
BUDS Kindergarten,school,23.7405467,90.3625199,,,
Darul Quran Model Madrassa,school,23.7419418,90.3616806,,,
Madrasatur Shata R Dhaka,school,23.7404172,90.362036,,,
Good Morning Laboratory School,school,23.7384901,90.3617969,,,
Alamin Hafizia School,school,23.7348547,90.361712,,,
Bhuiya Adorsho High School,school,23.7390812,90.3670934,,,
Eran Laboratory School,school,23.7391873,90.3662128,,,
Future Generation International School,school,23.7395866,90.3674984,,,
Ikra International School and College,school,23.7392441,90.366598,,,
Tabin School,school,23.7396749,90.3654133,,,
Darul Guran Academy,school,23.7463244,90.3685188,,,
Dr. Chadat Ullah National School,school,23.7317423,90.3711569,,,
Moneswar Government Primary School,school,23.7310743,90.3712553,,,
Hazaribag Boys and Girls Gort Primary School,school,23.7318126,90.3680413,,,
Holy Rose School and College,school,23.7451739,90.3690055,,,
Lotas National School,school,23.7463773,90.3654698,,,
Mohammadia Aliya Madrasha,school,23.7476275,90.3660364,,,
Razemosare National Primary School,school,23.7438709,90.366865,,,
Sinnomul Sonkary Prathomik Biddaloy School,school,23.7474894,90.3669514,,,
West Dhanmondi Ideal School,school,23.7437487,90.3677361,,,
Green Model High School,school,23.7324743,90.3580047,,,
J.C. Model School and College,school,23.7330056,90.3579378,,,
Hazaribag Model Toor School,school,23.7342546,90.3588422,,,
Al-Haj Abdul Hasem Khan UCEP School,school,23.7473497,90.3613421,,,
Confidence Ideal School,school,23.7469053,90.3614113,,,
Jaago Foundation,school,23.7469931,90.36216,,,
Dhaka Art College,school,23.7484493,90.363241,,,
Cetona Bikash Kendro,school,23.7470697,90.3649267,,,
Dhaka Real School,school,23.7471009,90.3649077,,,
Pathsala School,school,23.7483612,90.3642523,,,
Safe School,school,23.7492681,90.3623152,,,
Al Hossain Girls High School,school,23.7495132,90.3664484,,,
Dhaka Pre Laboratory High School,school,23.7496947,90.3635298,,,
West Dhanmondi Yusuf High School,school,23.7493818,90.3663352,,,
Zigatola Model Government Primary School,school,23.7375494,90.3724231,,,
Harfibol Ummah Mohila Madrassa,school,23.7354396,90.3554654,,,
Fatema Law College,school,23.7375294,90.3643813,,,
Omar Faruk Ideal Academy,school,23.7376104,90.3650105,,,
"Working Children's School, Hazaridaga",school,23.738016,90.3632741,,,
Matrichawa Pre-Cadet School,school,23.7295879,90.3581859,,,
Noore Jannat Mohila Madrassa,school,23.729772,90.3583463,,,
Maccari Arabiya Madrassa,school,23.7307916,90.3619897,,,
Madrasatal Balag Dhaka,school,23.7308178,90.3622857,,,
Adklimatul Quran Madrasah,school,23.7370031,90.3633999,,,
Child Care International School,school,23.7368298,90.3634019,,,
Mollick Preparatory School,school,23.7399113,90.3708415,,,
Children Gordon High School,school,23.750529,90.3630495,,,
Muhammed Arabi Jalfizul Quran School,school,23.7502027,90.3621576,,,
Shahid Buddhisibi Ideal Acadamy,school,23.7507877,90.3617497,,,
Safs London School and College,school,23.7502501,90.3677751,,,
School of Development (SODA),school,23.7501339,90.3677218,,,
Unknown,school,23.732505,90.3668189,,,
Boga High School,school,22.4265978,90.4638932,,,
Sabpura Adarsha High School,school,22.4003737,90.4931721,,,
Sadar Girl's School,school,22.5792959,89.9660638,,,
Farid Uddin Siddique High School,school,23.7232704,90.3868194,,,
Adachaki Moddho Para Primary School,school,24.3218649,89.6728848,,,
Adachaki Dokkhin Para Primary School,school,24.3190319,89.6694655,,,
Children Development School,school,24.3233126,89.674582,,,
Alhaj Siddique High School,school,24.2996028,89.6966313,,,
Madrasa,school,23.7140761,90.371402,,,
Bash Andoton School,school,23.7115224,90.3816285,,,
Markzul Sharfatul Ulum Madrassa,school,23.7114104,90.3818155,,,
Motherland High School,school,23.710412,90.3829014,,,
Nazimbag Madrassa,school,23.7089748,90.3825414,,,
Madrasah,school,23.721968,90.3866323,,,
Rahmat Ullah Boy's High School,school,23.7207203,90.3857666,,,
Dhaka International School,school,23.7207792,90.3861742,,,
Vatara Govt.Primary School,school,23.7240643,90.3796971,,,
Holy Homes International School & College,school,23.7239304,90.3797474,,,
Nabab Bagicha Govt. Primary School,school,23.7219686,90.378941,,,
GreenLand Model School,school,23.72126,90.3794722,,,
Usha Govt. Primary School,school,23.7213565,90.3823297,,,
Azimpur Model Govt. Primary School,school,23.7228562,90.3819585,,,
Easy Method Int. School and College,school,23.7223808,90.3704976,,,
Chhatnai High School,school,26.2568531,88.8810314,,,
Dimla R.B.R. High School,school,26.1392651,88.9273514,,,
Happy-Times Ideal School,school,23.7297397,90.3685175,,,
Madrassa Oyariel Wolum,school,23.7299503,90.3688108,,,
Ektra Kadet School and Madrassa,school,23.7315246,90.3676011,,,
Kanaksar Govt.Primary School,school,23.468848,90.3209274,,,
Holdiya Govt.Primary school,school,23.4778077,90.3047458,,,
Khalilur Rahman Ideal School,school,23.476398,90.3033776,,,
Noorjahan Madrasah,school,23.4722291,90.3117027,,,
Siddik Mia Govt. Primary School,school,23.7098174,90.3884089,,,
Hazi Abdul Ali Samsul Ulum Madrasah & Orphanage,school,23.7103971,90.3878381,,,
Kamrangirchar Modern High School,school,23.710395,90.3870137,,,
Unknown,school,22.6132039,90.0521545,,,
Kochuakathi Primary School,school,22.6282479,90.066565,,,
Unknown,school,22.3981963,90.5624439,,,
Unknown,school,22.4134724,90.554436,,,
Brahmo Balika Shikshalaya,school,22.5799109,88.3740861,,,
